AA_count_genomic	AA_count_sample	AA_coverage	AA_percent_genomic	AA_percent_sample	AC_count_genomic	AC_count_sample	AC_coverage	AC_percent_genomic	AC_percent_sample	AG_count_genomic	AG_count_sample	AG_coverage	AG_percent_genomic	AG_percent_sample	AT_count_genomic	AT_count_sample	AT_coverage	AT_percent_genomic	AT_percent_sample	A_count_genomic	A_count_sample	A_coverage	A_percent_genomic	A_percent_sample	CA_count_genomic	CA_count_sample	CA_coverage	CA_percent_genomic	CA_percent_sample	CC_count_genomic	CC_count_sample	CC_coverage	CC_percent_genomic	CC_percent_sample	CG_count_genomic	CG_count_sample	CG_coverage	CG_percent_genomic	CG_percent_sample	CT_count_genomic	CT_count_sample	CT_coverage	CT_percent_genomic	CT_percent_sample	C_count_genomic	C_count_sample	C_coverage	C_percent_genomic	C_percent_sample	GA_count_genomic	GA_count_sample	GA_coverage	GA_percent_genomic	GA_percent_sample	GC_count_genomic	GC_count_sample	GC_coverage	GC_percent_genomic	GC_percent_sample	GG_count_genomic	GG_count_sample	GG_coverage	GG_percent_genomic	GG_percent_sample	GT_count_genomic	GT_count_sample	GT_coverage	GT_percent_genomic	GT_percent_sample	G_count_genomic	G_count_sample	G_coverage	G_percent_genomic	G_percent_sample	Sample	TA_count_genomic	TA_count_sample	TA_coverage	TA_percent_genomic	TA_percent_sample	TC_count_genomic	TC_count_sample	TC_coverage	TC_percent_genomic	TC_percent_sample	TG_count_genomic	TG_count_sample	TG_coverage	TG_percent_genomic	TG_percent_sample	TT_count_genomic	TT_count_sample	TT_coverage	TT_percent_genomic	TT_percent_sample	T_count_genomic	T_count_sample	T_coverage	T_percent_genomic	T_percent_sample
45669_44964_SO1_NC1_O7_1_val_1	611725	0.002	9.77	6.96	147939219	453596	0.003	5.04	5.16	206977301	521568	0.003	7.05	5.93	223651834	603274	0.003	7.62	6.86	865528370	2210383	0.003	29.47	24.92	211544317	641772	0.003	7.20	7.30	151981070	656210	0.004	5.17	7.47	31051443	100542	0.003	1.06	1.14	207116790	793257	0.004	7.05	9.03	601694290	2210698	0.004	20.49	24.93	177542656	431489	0.002	6.05	4.91	124185722	363103	0.003	4.23	4.13	152117662	410915	0.003	5.18	4.68	148469303	409537	0.003	5.06	4.66	602315979	1630596	0.003	20.51	18.39		189481464	508962	0.003	6.45	5.79	177587595	712299	0.004	6.05	8.11	212168899	590816	0.003	7.22	6.72	288115228	979247	0.003	9.81	11.14	867354086	2816712	0.003	29.53	31.76
45669_44964_SO2_NC1_P7_1_val_1	83550	0.000	9.77	9.74	147939219	71416	0.000	5.04	8.33	206977301	37336	0.000	7.05	4.35	223651834	66807	0.000	7.62	7.79	865528370	261541	0.000	29.47	30.22	211544317	77253	0.000	7.20	9.01	151981070	80862	0.001	5.17	9.43	31051443	15379	0.000	1.06	1.79	207116790	78819	0.000	7.05	9.19	601694290	254538	0.000	20.49	29.41	177542656	32609	0.000	6.05	3.80	124185722	31007	0.000	4.23	3.62	152117662	23633	0.000	5.18	2.76	148469303	22913	0.000	5.06	2.67	602315979	111204	0.000	20.51	12.85		189481464	65823	0.000	6.45	7.68	177587595	68494	0.000	6.05	7.99	212168899	34406	0.000	7.22	4.01	288115228	67280	0.000	9.81	7.85	867354086	238255	0.000	29.53	27.53
45669_44964_SO3_NC1_A8_1_val_1	129210	0.000	9.77	7.47	147939219	98680	0.001	5.04	5.70	206977301	98222	0.000	7.05	5.68	223651834	121607	0.001	7.62	7.03	865528370	451665	0.001	29.47	25.87	211544317	132452	0.001	7.20	7.65	151981070	131827	0.001	5.17	7.62	31051443	20810	0.001	1.06	1.20	207116790	156761	0.001	7.05	9.06	601694290	445596	0.001	20.49	25.52	177542656	82401	0.000	6.05	4.76	124185722	68935	0.001	4.23	3.98	152117662	74862	0.000	5.18	4.33	148469303	75401	0.001	5.06	4.36	602315979	304463	0.001	20.51	17.44		189481464	104338	0.001	6.45	6.03	177587595	141170	0.001	6.05	8.16	212168899	109313	0.001	7.22	6.32	288115228	184625	0.001	9.81	10.67	867354086	544396	0.001	29.53	31.18
45982_44908_PO1_NC3_J8_1_val_1	56547	0.000	9.77	7.97	147939219	44469	0.000	5.04	6.27	206977301	34420	0.000	7.05	4.85	223651834	51734	0.000	7.62	7.29	865528370	188965	0.000	29.47	26.37	211544317	55460	0.000	7.20	7.81	151981070	58353	0.000	5.17	8.22	31051443	8923	0.000	1.06	1.26	207116790	68095	0.000	7.05	9.59	601694290	192558	0.000	20.49	26.87	177542656	28769	0.000	6.05	4.05	124185722	24961	0.000	4.23	3.52	152117662	25959	0.000	5.18	3.66	148469303	26706	0.000	5.06	3.76	602315979	107426	0.000	20.51	14.99		189481464	46555	0.000	6.45	6.56	177587595	62592	0.000	6.05	8.82	212168899	37631	0.000	7.22	5.30	288115228	78568	0.000	9.81	11.07	867354086	227601	0.000	29.53	31.76
45982_44908_PO2_NC4_K8_1_val_1	383510	0.001	9.77	9.13	147939219	332465	0.002	5.04	7.91	206977301	202504	0.001	7.05	4.82	223651834	322080	0.001	7.62	7.66	865528370	1251281	0.001	29.47	29.52	211544317	358093	0.002	7.20	8.52	151981070	358659	0.002	5.17	8.54	31051443	87770	0.003	1.06	2.09	207116790	367127	0.002	7.05	8.74	601694290	1181487	0.002	20.49	27.88	177542656	167892	0.001	6.05	4.00	124185722	169339	0.001	4.23	4.03	152117662	152717	0.001	5.18	3.63	148469303	140281	0.001	5.06	3.34	602315979	635758	0.001	20.51	15.00		189481464	331319	0.002	6.45	7.88	177587595	309276	0.002	6.05	7.36	212168899	189847	0.001	7.22	4.52	288115228	329117	0.001	9.81	7.83	867354086	1169823	0.001	29.53	27.60
45982_44908_SO1_NC1_G8_1_val_1	554014	0.002	9.77	9.56	147939219	489896	0.003	5.04	8.45	206977301	270297	0.001	7.05	4.66	223651834	450019	0.002	7.62	7.77	865528370	1779551	0.002	29.47	30.45	211544317	518537	0.002	7.20	8.95	151981070	514857	0.003	5.17	8.89	31051443	119940	0.004	1.06	2.07	207116790	509521	0.002	7.05	8.79	601694290	1676477	0.003	20.49	28.69	177542656	224285	0.001	6.05	3.87	124185722	226822	0.002	4.23	3.91	152117662	192156	0.001	5.18	3.32	148469303	171659	0.001	5.06	2.96	602315979	822200	0.001	20.51	14.07		189481464	467617	0.002	6.45	8.07	177587595	427578	0.002	6.05	7.38	212168899	236049	0.001	7.22	4.07	288115228	421037	0.001	9.81	7.27	867354086	1566172	0.002	29.53	26.80
45982_44908_SO2_NC1_H8_1_val_1	293553	0.001	9.77	8.08	147939219	240592	0.002	5.04	6.62	206977301	196609	0.001	7.05	5.41	223651834	263057	0.001	7.62	7.24	865528370	1002555	0.001	29.47	27.35	211544317	290294	0.001	7.20	7.99	151981070	292926	0.002	5.17	8.06	31051443	59890	0.002	1.06	1.65	207116790	321238	0.002	7.05	8.84	601694290	972385	0.002	20.49	26.52	177542656	162424	0.001	6.05	4.47	124185722	150606	0.001	4.23	4.14	152117662	150376	0.001	5.18	4.14	148469303	144292	0.001	5.06	3.97	602315979	613387	0.001	20.51	16.73		189481464	248437	0.001	6.45	6.84	177587595	277860	0.002	6.05	7.65	212168899	203841	0.001	7.22	5.61	288115228	338007	0.001	9.81	9.30	867354086	1077664	0.001	29.53	29.40
45982_44908_SO3_NC1_I8_1_val_1	166649	0.001	9.77	9.20	147939219	144119	0.001	5.04	7.96	206977301	86570	0.000	7.05	4.78	223651834	137838	0.001	7.62	7.61	865528370	540007	0.001	29.47	29.55	211544317	157120	0.001	7.20	8.67	151981070	160421	0.001	5.17	8.86	31051443	36547	0.001	1.06	2.02	207116790	160299	0.001	7.05	8.85	601694290	518832	0.001	20.49	28.39	177542656	71827	0.000	6.05	3.97	124185722	71859	0.001	4.23	3.97	152117662	63461	0.000	5.18	3.50	148469303	56984	0.000	5.06	3.15	602315979	266513	0.000	20.51	14.58		189481464	139905	0.001	6.45	7.72	177587595	136999	0.001	6.05	7.56	212168899	78746	0.000	7.22	4.35	288115228	141981	0.000	9.81	7.84	867354086	502069	0.001	29.53	27.47
45982_45001_PO1_NC3_E9_1_val_1	208805	0.001	9.77	9.29	147939219	184474	0.001	5.04	8.21	206977301	107904	0.001	7.05	4.80	223651834	173966	0.001	7.62	7.74	865528370	681016	0.001	29.47	30.04	211544317	192528	0.001	7.20	8.57	151981070	192695	0.001	5.17	8.57	31051443	50353	0.002	1.06	2.24	207116790	192393	0.001	7.05	8.56	601694290	633444	0.001	20.49	27.94	177542656	89245	0.001	6.05	3.97	124185722	90274	0.001	4.23	4.02	152117662	83220	0.001	5.18	3.70	148469303	74783	0.001	5.06	3.33	602315979	340426	0.001	20.51	15.02		189481464	184563	0.001	6.45	8.21	177587595	159694	0.001	6.05	7.11	212168899	97275	0.000	7.22	4.33	288115228	165348	0.001	9.81	7.36	867354086	612176	0.001	29.53	27.00
45982_45001_PO2_NC4_F8_1_val_1	372202	0.001	9.77	9.37	147939219	322624	0.002	5.04	8.12	206977301	180055	0.001	7.05	4.53	223651834	307310	0.001	7.62	7.73	865528370	1192304	0.001	29.47	29.75	211544317	352179	0.002	7.20	8.86	151981070	362677	0.002	5.17	9.13	31051443	70364	0.002	1.06	1.77	207116790	361593	0.002	7.05	9.10	601694290	1156495	0.002	20.49	28.85	177542656	154028	0.001	6.05	3.88	124185722	146700	0.001	4.23	3.69	152117662	116230	0.001	5.18	2.92	148469303	118003	0.001	5.06	2.97	602315979	539877	0.001	20.51	13.47		189481464	304066	0.002	6.45	7.65	177587595	312603	0.002	6.05	7.87	212168899	170702	0.001	7.22	4.30	288115228	322447	0.001	9.81	8.11	867354086	1119711	0.001	29.53	27.93
45982_45001_SO1_NC1_B9_1_val_1	398666	0.001	9.77	8.89	147939219	334823	0.002	5.04	7.46	206977301	212398	0.001	7.05	4.73	223651834	335781	0.002	7.62	7.48	865528370	1293102	0.001	29.47	28.56	211544317	388045	0.002	7.20	8.65	151981070	397337	0.003	5.17	8.86	31051443	71028	0.002	1.06	1.58	207116790	416564	0.002	7.05	9.28	601694290	1283781	0.002	20.49	28.36	177542656	181008	0.001	6.05	4.03	124185722	164116	0.001	4.23	3.66	152117662	145797	0.001	5.18	3.25	148469303	144118	0.001	5.06	3.21	602315979	641244	0.001	20.51	14.16		189481464	314174	0.002	6.45	7.00	177587595	374203	0.002	6.05	8.34	212168899	208963	0.001	7.22	4.66	288115228	399634	0.001	9.81	8.91	867354086	1308953	0.002	29.53	28.91
45982_45001_SO2_NC1_C10_1_val_1	114879	0.000	9.77	8.57	147939219	95237	0.001	5.04	7.11	206977301	71829	0.000	7.05	5.36	223651834	100646	0.000	7.62	7.51	865528370	385919	0.000	29.47	28.55	211544317	108997	0.001	7.20	8.13	151981070	106872	0.001	5.17	7.97	31051443	24949	0.001	1.06	1.86	207116790	113781	0.001	7.05	8.49	601694290	357491	0.001	20.49	26.45	177542656	59488	0.000	6.05	4.44	124185722	55081	0.000	4.23	4.11	152117662	54631	0.000	5.18	4.08	148469303	52467	0.000	5.06	3.91	602315979	223707	0.000	20.51	16.55		189481464	99455	0.001	6.45	7.42	177587595	96698	0.001	6.05	7.22	212168899	71309	0.000	7.22	5.32	288115228	113871	0.000	9.81	8.50	867354086	384588	0.000	29.53	28.45
45982_45001_SO3_NC1_D9_1_val_1	139234	0.000	9.77	8.59	147939219	118138	0.001	5.04	7.29	206977301	84172	0.000	7.05	5.19	223651834	123140	0.001	7.62	7.60	865528370	468561	0.001	29.47	28.65	211544317	133779	0.001	7.20	8.25	151981070	132305	0.001	5.17	8.16	31051443	31100	0.001	1.06	1.92	207116790	140019	0.001	7.05	8.64	601694290	440931	0.001	20.49	26.96	177542656	68888	0.000	6.05	4.25	124185722	66300	0.001	4.23	4.09	152117662	64152	0.000	5.18	3.96	148469303	60130	0.000	5.06	3.71	602315979	261852	0.000	20.51	16.01		189481464	122692	0.001	6.45	7.57	177587595	119814	0.001	6.05	7.39	212168899	81195	0.000	7.22	5.01	288115228	136242	0.000	9.81	8.40	867354086	463957	0.001	29.53	28.37
46363_44664_PO1_NC5_L9_1_val_1	148524	0.001	9.77	8.08	147939219	115220	0.001	5.04	6.27	206977301	96248	0.000	7.05	5.24	223651834	133235	0.001	7.62	7.25	865528370	497933	0.001	29.47	26.85	211544317	145731	0.001	7.20	7.93	151981070	147771	0.001	5.17	8.04	31051443	24629	0.001	1.06	1.34	207116790	168500	0.001	7.05	9.17	601694290	490976	0.001	20.49	26.48	177542656	78923	0.000	6.05	4.30	124185722	70850	0.001	4.23	3.86	152117662	72652	0.000	5.18	3.95	148469303	71007	0.000	5.06	3.87	602315979	296297	0.000	20.51	15.98		189481464	120336	0.001	6.45	6.55	177587595	151864	0.001	6.05	8.27	212168899	101447	0.000	7.22	5.52	288115228	190125	0.001	9.81	10.35	867354086	569043	0.001	29.53	30.69
46363_44664_SO1_NC1_I9_1_val_1	1062103	0.004	9.77	7.92	147939219	807608	0.005	5.04	6.03	206977301	718791	0.003	7.05	5.36	223651834	980112	0.004	7.62	7.31	865528370	3602214	0.004	29.47	26.63	211544317	1036608	0.005	7.20	7.73	151981070	1036787	0.007	5.17	7.74	31051443	176735	0.006	1.06	1.32	207116790	1211683	0.006	7.05	9.04	601694290	3492921	0.006	20.49	25.82	177542656	597709	0.003	6.05	4.46	124185722	512346	0.004	4.23	3.82	152117662	544444	0.004	5.18	4.06	148469303	548632	0.004	5.06	4.09	602315979	2224306	0.004	20.51	16.44		189481464	874849	0.005	6.45	6.53	177587595	1097391	0.006	6.05	8.19	212168899	774570	0.004	7.22	5.78	288115228	1423089	0.005	9.81	10.62	867354086	4209964	0.005	29.53	31.12
46363_44664_SO2_NC1_J9_1_val_1	153465	0.001	9.77	8.59	147939219	121013	0.001	5.04	6.77	206977301	82193	0.000	7.05	4.60	223651834	132495	0.001	7.62	7.42	865528370	494333	0.001	29.47	27.39	211544317	145092	0.001	7.20	8.12	151981070	154348	0.001	5.17	8.64	31051443	24910	0.001	1.06	1.39	207116790	172368	0.001	7.05	9.65	601694290	501378	0.001	20.49	27.79	177542656	68388	0.000	6.05	3.83	124185722	62470	0.001	4.23	3.50	152117662	60325	0.000	5.18	3.38	148469303	59738	0.000	5.06	3.34	602315979	253370	0.000	20.51	14.04		189481464	122816	0.001	6.45	6.87	177587595	157540	0.001	6.05	8.82	212168899	84849	0.000	7.22	4.75	288115228	184586	0.001	9.81	10.33	867354086	555402	0.001	29.53	30.78
46363_44664_SO3_NC1_K9_1_val_1	264927	0.001	9.77	8.63	147939219	226034	0.002	5.04	7.36	206977301	152673	0.001	7.05	4.97	223651834	232712	0.001	7.62	7.58	865528370	884462	0.001	29.47	28.56	211544317	254346	0.001	7.20	8.29	151981070	256319	0.002	5.17	8.35	31051443	59284	0.002	1.06	1.93	207116790	270056	0.001	7.05	8.80	601694290	847190	0.001	20.49	27.36	177542656	125858	0.001	6.05	4.10	124185722	123302	0.001	4.23	4.02	152117662	118162	0.001	5.18	3.85	148469303	110048	0.001	5.06	3.59	602315979	481804	0.001	20.51	15.56		189481464	231388	0.001	6.45	7.54	177587595	232950	0.001	6.05	7.59	212168899	149596	0.001	7.22	4.87	288115228	261640	0.001	9.81	8.52	867354086	883557	0.001	29.53	28.53
46363_44914_PO1_NC4_H9_1_val_1	305105	0.001	9.77	8.52	147939219	250138	0.002	5.04	6.99	206977301	186043	0.001	7.05	5.20	223651834	268207	0.001	7.62	7.49	865528370	1018572	0.001	29.47	28.20	211544317	291246	0.001	7.20	8.14	151981070	288036	0.002	5.17	8.05	31051443	62285	0.002	1.06	1.74	207116790	314334	0.002	7.05	8.78	601694290	964061	0.002	20.49	26.69	177542656	155336	0.001	6.05	4.34	124185722	142386	0.001	4.23	3.98	152117662	142151	0.001	5.18	3.97	148469303	134191	0.001	5.06	3.75	602315979	579418	0.001	20.51	16.04		189481464	257843	0.001	6.45	7.20	177587595	273558	0.002	6.05	7.64	212168899	186178	0.001	7.22	5.20	288115228	322257	0.001	9.81	9.00	867354086	1049410	0.001	29.53	29.06
46363_44914_SO1_NC1_F9_1_val_1	347797	0.001	9.77	9.57	147939219	295063	0.002	5.04	8.12	206977301	162365	0.001	7.05	4.47	223651834	273741	0.001	7.62	7.53	865528370	1089422	0.001	29.47	29.70	211544317	326738	0.002	7.20	8.99	151981070	327507	0.002	5.17	9.01	31051443	61387	0.002	1.06	1.69	207116790	338508	0.002	7.05	9.31	601694290	1063427	0.002	20.49	28.99	177542656	134957	0.001	6.05	3.71	124185722	131458	0.001	4.23	3.62	152117662	116867	0.001	5.18	3.22	148469303	102886	0.001	5.06	2.83	602315979	490864	0.001	20.51	13.38		189481464	269626	0.001	6.45	7.42	177587595	297966	0.002	6.05	8.20	212168899	147857	0.001	7.22	4.07	288115228	299666	0.001	9.81	8.25	867354086	1024981	0.001	29.53	27.94
46363_44914_SO2_NC1_G9_1_val_1	545495	0.002	9.77	7.36	147939219	413808	0.003	5.04	5.58	206977301	444607	0.002	7.05	6.00	223651834	520073	0.002	7.62	7.02	865528370	1940748	0.002	29.47	25.96	211544317	555969	0.003	7.20	7.50	151981070	540181	0.004	5.17	7.29	31051443	99496	0.003	1.06	1.34	207116790	641794	0.003	7.05	8.66	601694290	1852843	0.003	20.49	24.78	177542656	369250	0.002	6.05	4.98	124185722	316096	0.003	4.23	4.26	152117662	351108	0.002	5.18	4.74	148469303	343560	0.002	5.06	4.64	602315979	1392962	0.002	20.51	18.63		189481464	455565	0.002	6.45	6.15	177587595	562091	0.003	6.05	7.58	212168899	491979	0.002	7.22	6.64	288115228	760393	0.003	9.81	10.26	867354086	2290399	0.003	29.53	30.63
46363_44914_SO3_NC1_I6_1_val_1	195083	0.001	9.77	9.28	147939219	171935	0.001	5.04	8.17	206977301	99406	0.000	7.05	4.73	223651834	159331	0.001	7.62	7.58	865528370	631160	0.001	29.47	29.75	211544317	184898	0.001	7.20	8.79	151981070	188598	0.001	5.17	8.97	31051443	42242	0.001	1.06	2.01	207116790	188902	0.001	7.05	8.98	601694290	609662	0.001	20.49	28.74	177542656	83294	0.000	6.05	3.96	124185722	83719	0.001	4.23	3.98	152117662	70476	0.000	5.18	3.35	148469303	63652	0.000	5.06	3.03	602315979	303841	0.001	20.51	14.32		189481464	162449	0.001	6.45	7.72	177587595	159438	0.001	6.05	7.58	212168899	90321	0.000	7.22	4.29	288115228	159518	0.001	9.81	7.58	867354086	576829	0.001	29.53	27.19
46606_44938_PO1_NC4_P9_1_val_1	204426	0.001	9.77	9.49	147939219	181897	0.001	5.04	8.44	206977301	98343	0.000	7.05	4.56	223651834	170317	0.001	7.62	7.90	865528370	660767	0.001	29.47	30.40	211544317	186109	0.001	7.20	8.64	151981070	191056	0.001	5.17	8.87	31051443	49572	0.002	1.06	2.30	207116790	189724	0.001	7.05	8.80	601694290	621773	0.001	20.49	28.60	177542656	83750	0.000	6.05	3.89	124185722	84885	0.001	4.23	3.94	152117662	71183	0.000	5.18	3.30	148469303	64013	0.000	5.06	2.97	602315979	306474	0.001	20.51	14.10		189481464	180397	0.001	6.45	8.37	177587595	157945	0.001	6.05	7.33	212168899	86030	0.000	7.22	3.99	288115228	155224	0.001	9.81	7.20	867354086	584802	0.001	29.53	26.90
46606_44938_PO2_NC3_A10_1_val_1	273128	0.001	9.77	8.69	147939219	236188	0.002	5.04	7.52	206977301	158906	0.001	7.05	5.06	223651834	234387	0.001	7.62	7.46	865528370	910428	0.001	29.47	28.73	211544317	260153	0.001	7.20	8.28	151981070	263101	0.002	5.17	8.37	31051443	63890	0.002	1.06	2.03	207116790	275805	0.001	7.05	8.78	601694290	870167	0.001	20.49	27.46	177542656	131909	0.001	6.05	4.20	124185722	131730	0.001	4.23	4.19	152117662	120587	0.001	5.18	3.84	148469303	113038	0.001	5.06	3.60	602315979	501654	0.001	20.51	15.83		189481464	237812	0.001	6.45	7.57	177587595	230379	0.001	6.05	7.33	212168899	155915	0.001	7.22	4.96	288115228	255373	0.001	9.81	8.13	867354086	887052	0.001	29.53	27.99
46606_44938_PO3_NC5_B10_1_val_1	274573	0.001	9.77	7.70	147939219	195071	0.001	5.04	5.47	206977301	217920	0.001	7.05	6.11	223651834	257047	0.001	7.62	7.21	865528370	952381	0.001	29.47	26.46	211544317	265744	0.001	7.20	7.45	151981070	244801	0.002	5.17	6.86	31051443	44475	0.001	1.06	1.25	207116790	300781	0.001	7.05	8.43	601694290	863124	0.001	20.49	23.98	177542656	181994	0.001	6.05	5.10	124185722	148827	0.001	4.23	4.17	152117662	166474	0.001	5.18	4.67	148469303	167734	0.001	5.06	4.70	602315979	671113	0.001	20.51	18.65		189481464	222575	0.001	6.45	6.24	177587595	265414	0.001	6.05	7.44	212168899	239340	0.001	7.22	6.71	288115228	374829	0.001	9.81	10.51	867354086	1112180	0.001	29.53	30.90
46606_44938_SO1_NC1_M9_1_val_1	465794	0.002	9.77	9.46	147939219	401043	0.003	5.04	8.15	206977301	182734	0.001	7.05	3.71	223651834	377995	0.002	7.62	7.68	865528370	1443353	0.002	29.47	29.01	211544317	448575	0.002	7.20	9.11	151981070	478851	0.003	5.17	9.73	31051443	73544	0.002	1.06	1.49	207116790	492116	0.002	7.05	10.00	601694290	1507361	0.003	20.49	30.30	177542656	153592	0.001	6.05	3.12	124185722	149363	0.001	4.23	3.03	152117662	126093	0.001	5.18	2.56	148469303	117396	0.001	5.06	2.38	602315979	552018	0.001	20.51	11.10		189481464	360596	0.002	6.45	7.32	177587595	460088	0.003	6.05	9.34	212168899	166980	0.001	7.22	3.39	288115228	468629	0.002	9.81	9.52	867354086	1472095	0.002	29.53	29.59
46606_44938_SO2_NC1_N9_1_val_1	164503	0.001	9.77	8.68	147939219	131251	0.001	5.04	6.92	206977301	96473	0.000	7.05	5.09	223651834	141812	0.001	7.62	7.48	865528370	539012	0.001	29.47	28.17	211544317	153345	0.001	7.20	8.09	151981070	153537	0.001	5.17	8.10	31051443	30421	0.001	1.06	1.60	207116790	171655	0.001	7.05	9.05	601694290	513506	0.001	20.49	26.84	177542656	81527	0.000	6.05	4.30	124185722	73543	0.001	4.23	3.88	152117662	68679	0.000	5.18	3.62	148469303	68040	0.000	5.06	3.59	602315979	294431	0.000	20.51	15.39		189481464	134897	0.001	6.45	7.12	177587595	149503	0.001	6.05	7.89	212168899	97570	0.000	7.22	5.15	288115228	179143	0.001	9.81	9.45	867354086	566489	0.001	29.53	29.61
46606_44938_SO3_NC1_O9_1_val_1	180121	0.001	9.77	9.13	147939219	156929	0.001	5.04	7.96	206977301	94156	0.000	7.05	4.78	223651834	151766	0.001	7.62	7.70	865528370	588189	0.001	29.47	29.57	211544317	166285	0.001	7.20	8.43	151981070	170055	0.001	5.17	8.62	31051443	43472	0.001	1.06	2.20	207116790	173476	0.001	7.05	8.80	601694290	558117	0.001	20.49	28.06	177542656	78412	0.000	6.05	3.98	124185722	79820	0.001	4.23	4.05	152117662	70358	0.000	5.18	3.57	148469303	64268	0.000	5.06	3.26	602315979	295437	0.000	20.51	14.85		189481464	158055	0.001	6.45	8.02	177587595	145804	0.001	6.05	7.39	212168899	85995	0.000	7.22	4.36	288115228	152817	0.001	9.81	7.75	867354086	547372	0.001	29.53	27.52
46606_44993_PO1_NC5_C9_1_val_1	40866	0.000	9.77	10.09	147939219	37293	0.000	5.04	9.21	206977301	16406	0.000	7.05	4.05	223651834	31547	0.000	7.62	7.79	865528370	127230	0.000	29.47	31.15	211544317	37595	0.000	7.20	9.29	151981070	39094	0.000	5.17	9.66	31051443	8874	0.000	1.06	2.19	207116790	37696	0.000	7.05	9.31	601694290	124313	0.000	20.49	30.44	177542656	13919	0.000	6.05	3.44	124185722	15583	0.000	4.23	3.85	152117662	10893	0.000	5.18	2.69	148469303	9178	0.000	5.06	2.27	602315979	50041	0.000	20.51	12.25		189481464	33727	0.000	6.45	8.33	177587595	31080	0.000	6.05	7.68	212168899	13616	0.000	7.22	3.36	288115228	27463	0.000	9.81	6.78	867354086	106869	0.000	29.53	26.16
46606_44993_PO2_NC5_D10_1_val_1	392938	0.001	9.77	8.96	147939219	345997	0.002	5.04	7.89	206977301	213317	0.001	7.05	4.87	223651834	333220	0.001	7.62	7.60	865528370	1296576	0.001	29.47	29.33	211544317	370675	0.002	7.20	8.46	151981070	377028	0.002	5.17	8.60	31051443	95238	0.003	1.06	2.17	207116790	387196	0.002	7.05	8.83	601694290	1240470	0.002	20.49	28.06	177542656	177378	0.001	6.05	4.05	124185722	181678	0.001	4.23	4.14	152117662	158374	0.001	5.18	3.61	148469303	144254	0.001	5.06	3.29	602315979	667564	0.001	20.51	15.10		189481464	344370	0.002	6.45	7.86	177587595	323521	0.002	6.05	7.38	212168899	197456	0.001	7.22	4.50	288115228	340535	0.001	9.81	7.77	867354086	1216224	0.001	29.53	27.51
46606_44993_PO3_NC5_E10_1_val_1	339238	0.001	9.77	7.90	147939219	274160	0.002	5.04	6.39	206977301	232356	0.001	7.05	5.41	223651834	310468	0.001	7.62	7.23	865528370	1166338	0.001	29.47	26.93	211544317	338313	0.002	7.20	7.88	151981070	341362	0.002	5.17	7.95	31051443	66797	0.002	1.06	1.56	207116790	384622	0.002	7.05	8.96	601694290	1140628	0.002	20.49	26.34	177542656	192673	0.001	6.05	4.49	124185722	177456	0.001	4.23	4.13	152117662	175999	0.001	5.18	4.10	148469303	173309	0.001	5.06	4.04	602315979	726024	0.001	20.51	16.76		189481464	286975	0.002	6.45	6.68	177587595	335533	0.002	6.05	7.82	212168899	247777	0.001	7.22	5.77	288115228	415939	0.001	9.81	9.69	867354086	1297849	0.001	29.53	29.97
46606_44993_PO4_NC5_F10_1_val_1	872008	0.003	9.77	8.23	147939219	717589	0.005	5.04	6.78	206977301	577422	0.003	7.05	5.45	223651834	778712	0.003	7.62	7.35	865528370	2971271	0.003	29.47	27.81	211544317	837526	0.004	7.20	7.91	151981070	830540	0.005	5.17	7.84	31051443	195838	0.006	1.06	1.85	207116790	909015	0.004	7.05	8.58	601694290	2796111	0.005	20.49	26.17	177542656	479632	0.003	6.05	4.53	124185722	448562	0.004	4.23	4.24	152117662	450569	0.003	5.18	4.25	148469303	431321	0.003	5.06	4.07	602315979	1826687	0.003	20.51	17.10		189481464	757822	0.004	6.45	7.16	177587595	770925	0.004	6.05	7.28	212168899	594747	0.003	7.22	5.62	288115228	938566	0.003	9.81	8.86	867354086	3088939	0.004	29.53	28.91
