AA_count_genomic	AA_count_sample	AA_coverage	AA_percent_genomic	AA_percent_sample	AC_count_genomic	AC_count_sample	AC_coverage	AC_percent_genomic	AC_percent_sample	AG_count_genomic	AG_count_sample	AG_coverage	AG_percent_genomic	AG_percent_sample	AT_count_genomic	AT_count_sample	AT_coverage	AT_percent_genomic	AT_percent_sample	A_count_genomic	A_count_sample	A_coverage	A_percent_genomic	A_percent_sample	CA_count_genomic	CA_count_sample	CA_coverage	CA_percent_genomic	CA_percent_sample	CC_count_genomic	CC_count_sample	CC_coverage	CC_percent_genomic	CC_percent_sample	CG_count_genomic	CG_count_sample	CG_coverage	CG_percent_genomic	CG_percent_sample	CT_count_genomic	CT_count_sample	CT_coverage	CT_percent_genomic	CT_percent_sample	C_count_genomic	C_count_sample	C_coverage	C_percent_genomic	C_percent_sample	GA_count_genomic	GA_count_sample	GA_coverage	GA_percent_genomic	GA_percent_sample	GC_count_genomic	GC_count_sample	GC_coverage	GC_percent_genomic	GC_percent_sample	GG_count_genomic	GG_count_sample	GG_coverage	GG_percent_genomic	GG_percent_sample	GT_count_genomic	GT_count_sample	GT_coverage	GT_percent_genomic	GT_percent_sample	G_count_genomic	G_count_sample	G_coverage	G_percent_genomic	G_percent_sample	Sample	TA_count_genomic	TA_count_sample	TA_coverage	TA_percent_genomic	TA_percent_sample	TC_count_genomic	TC_count_sample	TC_coverage	TC_percent_genomic	TC_percent_sample	TG_count_genomic	TG_count_sample	TG_coverage	TG_percent_genomic	TG_percent_sample	TT_count_genomic	TT_count_sample	TT_coverage	TT_percent_genomic	TT_percent_sample	T_count_genomic	T_count_sample	T_coverage	T_percent_genomic	T_percent_sample
41391_44650_PO3_NC3_E3_1_val_1	1010627	0.004	9.77	8.24	147939219	804963	0.005	5.04	6.57	206977301	652935	0.003	7.05	5.33	223651834	902946	0.004	7.62	7.37	865528370	3400578	0.004	29.47	27.50	211544317	985861	0.005	7.20	8.04	151981070	992580	0.007	5.17	8.10	31051443	179592	0.006	1.06	1.46	207116790	1096617	0.005	7.05	8.95	601694290	3282351	0.005	20.49	26.54	177542656	547341	0.003	6.05	4.46	124185722	480027	0.004	4.23	3.92	152117662	469080	0.003	5.18	3.83	148469303	477069	0.003	5.06	3.89	602315979	1992126	0.003	20.51	16.11		189481464	829428	0.004	6.45	6.77	177587595	969871	0.005	6.05	7.91	212168899	681734	0.003	7.22	5.56	288115228	1178175	0.004	9.81	9.61	867354086	3692317	0.004	29.53	29.86
41391_44650_SO1_NC1_B3_1_val_1	17095	0.000	9.77	8.75	147939219	15343	0.000	5.04	7.85	206977301	9015	0.000	7.05	4.61	223651834	15372	0.000	7.62	7.87	865528370	57333	0.000	29.47	29.07	211544317	18219	0.000	7.20	9.32	151981070	17494	0.000	5.17	8.95	31051443	3410	0.000	1.06	1.74	207116790	17221	0.000	7.05	8.81	601694290	56825	0.000	20.49	28.82	177542656	7542	0.000	6.05	3.86	124185722	7338	0.000	4.23	3.75	152117662	6429	0.000	5.18	3.29	148469303	6087	0.000	5.06	3.11	602315979	27665	0.000	20.51	14.03		189481464	13959	0.000	6.45	7.14	177587595	16076	0.000	6.05	8.23	212168899	8678	0.000	7.22	4.44	288115228	16170	0.000	9.81	8.27	867354086	55373	0.000	29.53	28.08
41391_44650_SO2_NC1_C4_1_val_1	248133	0.001	9.77	8.11	147939219	197816	0.001	5.04	6.47	206977301	160741	0.001	7.05	5.25	223651834	222697	0.001	7.62	7.28	865528370	836770	0.001	29.47	27.10	211544317	247229	0.001	7.20	8.08	151981070	252819	0.002	5.17	8.26	31051443	43797	0.001	1.06	1.43	207116790	277773	0.001	7.05	9.08	601694290	828767	0.001	20.49	26.84	177542656	134926	0.001	6.05	4.41	124185722	119365	0.001	4.23	3.90	152117662	118403	0.001	5.18	3.87	148469303	116890	0.001	5.06	3.82	602315979	494175	0.001	20.51	16.00		189481464	199897	0.001	6.45	6.53	177587595	249653	0.001	6.05	8.16	212168899	169146	0.001	7.22	5.53	288115228	300450	0.001	9.81	9.82	867354086	927930	0.001	29.53	30.05
41391_44650_SO3_NC1_D3_1_val_1	139209	0.000	9.77	8.50	147939219	112201	0.001	5.04	6.85	206977301	80936	0.000	7.05	4.94	223651834	121330	0.001	7.62	7.41	865528370	457760	0.001	29.47	27.69	211544317	133794	0.001	7.20	8.17	151981070	140194	0.001	5.17	8.56	31051443	23647	0.001	1.06	1.44	207116790	151220	0.001	7.05	9.23	601694290	452921	0.001	20.49	27.40	177542656	68588	0.000	6.05	4.19	124185722	59715	0.000	4.23	3.65	152117662	57036	0.000	5.18	3.48	148469303	58438	0.000	5.06	3.57	602315979	246123	0.000	20.51	14.89		189481464	112046	0.001	6.45	6.84	177587595	136042	0.001	6.05	8.30	212168899	83402	0.000	7.22	5.09	288115228	160292	0.001	9.81	9.79	867354086	496478	0.001	29.53	30.03
41391_44923_PO1_NC3_H3_1_val_1	802702	0.003	9.77	7.77	147939219	595634	0.004	5.04	5.76	206977301	575861	0.003	7.05	5.57	223651834	734018	0.003	7.62	7.10	865528370	2732988	0.003	29.47	26.19	211544317	801890	0.004	7.20	7.76	151981070	803211	0.005	5.17	7.77	31051443	113708	0.004	1.06	1.10	207116790	945093	0.005	7.05	9.14	601694290	2687769	0.004	20.49	25.76	177542656	485640	0.003	6.05	4.70	124185722	388280	0.003	4.23	3.76	152117662	432070	0.003	5.18	4.18	148469303	428570	0.003	5.06	4.15	602315979	1752138	0.003	20.51	16.79		189481464	619733	0.003	6.45	6.00	177587595	870046	0.005	6.05	8.42	212168899	623453	0.003	7.22	6.03	288115228	1116418	0.004	9.81	10.80	867354086	3261876	0.004	29.53	31.26
41391_44923_PO2_NC3_I3_1_val_1	596668	0.002	9.77	8.39	147939219	469715	0.003	5.04	6.60	206977301	375031	0.002	7.05	5.27	223651834	527608	0.002	7.62	7.42	865528370	1986276	0.002	29.47	27.68	211544317	572561	0.003	7.20	8.05	151981070	578799	0.004	5.17	8.14	31051443	100881	0.003	1.06	1.42	207116790	639103	0.003	7.05	8.99	601694290	1908227	0.003	20.49	26.59	177542656	316930	0.002	6.05	4.46	124185722	272184	0.002	4.23	3.83	152117662	270684	0.002	5.18	3.81	148469303	268752	0.002	5.06	3.78	602315979	1139432	0.002	20.51	15.88		189481464	483152	0.003	6.45	6.79	177587595	567116	0.003	6.05	7.97	212168899	388062	0.002	7.22	5.46	288115228	684407	0.002	9.81	9.62	867354086	2142864	0.002	29.53	29.86
41391_44923_PO3_NC5_J3_1_val_1	989418	0.003	9.77	10.18	147939219	893106	0.006	5.04	9.19	206977301	405323	0.002	7.05	4.17	223651834	771222	0.003	7.62	7.93	865528370	3085646	0.004	29.47	31.47	211544317	919813	0.004	7.20	9.46	151981070	949761	0.006	5.17	9.77	31051443	205937	0.007	1.06	2.12	207116790	873210	0.004	7.05	8.98	601694290	2974005	0.005	20.49	30.33	177542656	350583	0.002	6.05	3.61	124185722	356005	0.003	4.23	3.66	152117662	243591	0.002	5.18	2.51	148469303	233611	0.002	5.06	2.40	602315979	1194471	0.002	20.51	12.18		189481464	798379	0.004	6.45	8.21	177587595	744792	0.004	6.05	7.66	212168899	334158	0.002	7.22	3.44	288115228	652290	0.002	9.81	6.71	867354086	2552243	0.003	29.53	26.03
41391_44923_PO4_NC4_K3_1_val_1	398974	0.001	9.77	9.98	147939219	354395	0.002	5.04	8.87	206977301	168069	0.001	7.05	4.20	223651834	315955	0.001	7.62	7.90	865528370	1248385	0.001	29.47	30.95	211544317	368730	0.002	7.20	9.22	151981070	383813	0.003	5.17	9.60	31051443	82057	0.003	1.06	2.05	207116790	363077	0.002	7.05	9.08	601694290	1208125	0.002	20.49	29.95	177542656	144367	0.001	6.05	3.61	124185722	146453	0.001	4.23	3.66	152117662	102962	0.001	5.18	2.58	148469303	100226	0.001	5.06	2.51	602315979	498609	0.001	20.51	12.36		189481464	325158	0.002	6.45	8.13	177587595	311104	0.002	6.05	7.78	212168899	143262	0.001	7.22	3.58	288115228	289081	0.001	9.81	7.23	867354086	1078422	0.001	29.53	26.74
41391_44923_SO1_NC1_O2_1_val_1	147503	0.001	9.77	10.12	147939219	132966	0.001	5.04	9.12	206977301	58414	0.000	7.05	4.01	223651834	115345	0.001	7.62	7.92	865528370	458190	0.001	29.47	31.17	211544317	138120	0.001	7.20	9.48	151981070	145204	0.001	5.17	9.96	31051443	28941	0.001	1.06	1.99	207116790	134330	0.001	7.05	9.22	601694290	450451	0.001	20.49	30.64	177542656	51619	0.000	6.05	3.54	124185722	51613	0.000	4.23	3.54	152117662	34616	0.000	5.18	2.38	148469303	33279	0.000	5.06	2.28	602315979	172734	0.000	20.51	11.75		189481464	116762	0.001	6.45	8.01	177587595	116119	0.001	6.05	7.97	212168899	49950	0.000	7.22	3.43	288115228	102384	0.000	9.81	7.03	867354086	388690	0.000	29.53	26.44
41391_44923_SO2_NC1_P2_1_val_1	218318	0.001	9.77	10.40	147939219	197789	0.001	5.04	9.42	206977301	80854	0.000	7.05	3.85	223651834	168164	0.001	7.62	8.01	865528370	670886	0.001	29.47	31.68	211544317	201628	0.001	7.20	9.60	151981070	211965	0.001	5.17	10.10	31051443	44212	0.001	1.06	2.11	207116790	194238	0.001	7.05	9.25	601694290	657623	0.001	20.49	31.05	177542656	71670	0.000	6.05	3.41	124185722	74542	0.001	4.23	3.55	152117662	45881	0.000	5.18	2.19	148469303	44038	0.000	5.06	2.10	602315979	238248	0.000	20.51	11.25		189481464	173422	0.001	6.45	8.26	177587595	166830	0.001	6.05	7.95	212168899	66153	0.000	7.22	3.15	288115228	139865	0.000	9.81	6.66	867354086	551183	0.001	29.53	26.02
41391_44923_SO3_NC1_A3_1_val_1	2174	0.000	9.77	8.01	147939219	1542	0.000	5.04	5.68	206977301	1613	0.000	7.05	5.94	223651834	1884	0.000	7.62	6.94	865528370	7291	0.000	29.47	26.60	211544317	1990	0.000	7.20	7.33	151981070	1902	0.000	5.17	7.01	31051443	339	0.000	1.06	1.25	207116790	2373	0.000	7.05	8.74	601694290	6665	0.000	20.49	24.32	177542656	1360	0.000	6.05	5.01	124185722	1051	0.000	4.23	3.87	152117662	1327	0.000	5.18	4.89	148469303	1203	0.000	5.06	4.43	602315979	4979	0.000	20.51	18.17		189481464	1700	0.000	6.45	6.26	177587595	2087	0.000	6.05	7.69	212168899	1685	0.000	7.22	6.21	288115228	2921	0.000	9.81	10.76	867354086	8470	0.000	29.53	30.91
41460_44643_PO1_NC5_O3_1_val_1	372364	0.001	9.77	9.14	147939219	321220	0.002	5.04	7.88	206977301	179097	0.001	7.05	4.39	223651834	308842	0.001	7.62	7.58	865528370	1192831	0.001	29.47	29.00	211544317	351087	0.002	7.20	8.62	151981070	375761	0.002	5.17	9.22	31051443	72734	0.002	1.06	1.78	207116790	385156	0.002	7.05	9.45	601694290	1195095	0.002	20.49	29.06	177542656	148665	0.001	6.05	3.65	124185722	147597	0.001	4.23	3.62	152117662	125974	0.001	5.18	3.09	148469303	118506	0.001	5.06	2.91	602315979	545950	0.001	20.51	13.27		189481464	309985	0.002	6.45	7.61	177587595	337605	0.002	6.05	8.28	212168899	165645	0.001	7.22	4.06	288115228	354927	0.001	9.81	8.71	867354086	1179201	0.001	29.53	28.67
41460_44643_PO2_NC5_P3_1_val_1	568914	0.002	9.77	9.77	147939219	504982	0.003	5.04	8.67	206977301	232709	0.001	7.05	3.99	223651834	447441	0.002	7.62	7.68	865528370	1771649	0.002	29.47	30.12	211544317	524557	0.002	7.20	9.00	151981070	565512	0.004	5.17	9.71	31051443	113741	0.004	1.06	1.95	207116790	555691	0.003	7.05	9.54	601694290	1775831	0.003	20.49	30.19	177542656	195889	0.001	6.05	3.36	124185722	203086	0.002	4.23	3.49	152117662	163642	0.001	5.18	2.81	148469303	141885	0.001	5.06	2.44	602315979	711023	0.001	20.51	12.09		189481464	465457	0.002	6.45	7.99	177587595	482400	0.003	6.05	8.28	212168899	197768	0.001	7.22	3.39	288115228	461981	0.002	9.81	7.93	867354086	1623393	0.002	29.53	27.60
41460_44643_PO3_NC5_A4_1_val_1	469602	0.002	9.77	7.66	147939219	372889	0.003	5.04	6.08	206977301	351252	0.002	7.05	5.73	223651834	434060	0.002	7.62	7.08	865528370	1642095	0.002	29.47	26.55	211544317	475602	0.002	7.20	7.76	151981070	472762	0.003	5.17	7.71	31051443	89941	0.003	1.06	1.47	207116790	537309	0.003	7.05	8.77	601694290	1588913	0.003	20.49	25.69	177542656	292890	0.002	6.05	4.78	124185722	257486	0.002	4.23	4.20	152117662	271813	0.002	5.18	4.43	148469303	266129	0.002	5.06	4.34	602315979	1098779	0.002	20.51	17.77		189481464	391617	0.002	6.45	6.39	177587595	467847	0.003	6.05	7.63	212168899	381298	0.002	7.22	6.22	288115228	597345	0.002	9.81	9.74	867354086	1854861	0.002	29.53	29.99
41460_44643_SO1_NC1_L3_1_val_1	83149	0.000	9.77	6.81	147939219	63179	0.000	5.04	5.17	206977301	72293	0.000	7.05	5.92	223651834	84445	0.000	7.62	6.92	865528370	305929	0.000	29.47	24.82	211544317	89026	0.000	7.20	7.29	151981070	88576	0.001	5.17	7.25	31051443	14033	0.000	1.06	1.15	207116790	109213	0.001	7.05	8.95	601694290	303460	0.001	20.49	24.62	177542656	59146	0.000	6.05	4.84	124185722	51497	0.000	4.23	4.22	152117662	56771	0.000	5.18	4.65	148469303	59040	0.000	5.06	4.84	602315979	228748	0.000	20.51	18.56		189481464	72543	0.000	6.45	5.94	177587595	96467	0.001	6.05	7.90	212168899	84808	0.000	7.22	6.95	288115228	136713	0.000	9.81	11.20	867354086	394234	0.000	29.53	31.99
41460_44643_SO2_NC1_M3_1_val_1	110331	0.000	9.77	9.80	147939219	93234	0.001	5.04	8.28	206977301	41382	0.000	7.05	3.67	223651834	87337	0.000	7.62	7.76	865528370	335956	0.000	29.47	29.53	211544317	100036	0.000	7.20	8.88	151981070	110522	0.001	5.17	9.81	31051443	19962	0.001	1.06	1.77	207116790	111831	0.001	7.05	9.93	601694290	345749	0.001	20.49	30.39	177542656	34485	0.000	6.05	3.06	124185722	35970	0.000	4.23	3.19	152117662	27944	0.000	5.18	2.48	148469303	25705	0.000	5.06	2.28	602315979	125316	0.000	20.51	11.01		189481464	87566	0.000	6.45	7.78	177587595	102104	0.001	6.05	9.07	212168899	35413	0.000	7.22	3.14	288115228	102288	0.000	9.81	9.08	867354086	330837	0.000	29.53	29.08
41460_44643_SO3_NC1_N3_1_val_1	126189	0.000	9.77	8.57	147939219	104488	0.001	5.04	7.09	206977301	68509	0.000	7.05	4.65	223651834	108410	0.000	7.62	7.36	865528370	411681	0.000	29.47	27.69	211544317	121779	0.001	7.20	8.27	151981070	133099	0.001	5.17	9.04	31051443	23819	0.001	1.06	1.62	207116790	138746	0.001	7.05	9.42	601694290	421221	0.001	20.49	28.33	177542656	57054	0.000	6.05	3.87	124185722	53709	0.000	4.23	3.65	152117662	51604	0.000	5.18	3.50	148469303	48970	0.000	5.06	3.33	602315979	213346	0.000	20.51	14.35		189481464	102849	0.001	6.45	6.98	177587595	125247	0.001	6.05	8.50	212168899	68491	0.000	7.22	4.65	288115228	139784	0.000	9.81	9.49	867354086	440582	0.001	29.53	29.63
41460_45001_PO1_NC5_E4_1_val_1	579245	0.002	9.77	8.74	147939219	494836	0.003	5.04	7.47	206977301	331504	0.002	7.05	5.00	223651834	498397	0.002	7.62	7.52	865528370	1920736	0.002	29.47	28.74	211544317	552595	0.003	7.20	8.34	151981070	559358	0.004	5.17	8.44	31051443	126192	0.004	1.06	1.90	207116790	585600	0.003	7.05	8.84	601694290	1839183	0.003	20.49	27.52	177542656	273727	0.002	6.05	4.13	124185722	263664	0.002	4.23	3.98	152117662	248591	0.002	5.18	3.75	148469303	232264	0.002	5.06	3.51	602315979	1027467	0.002	20.51	15.38		189481464	498535	0.003	6.45	7.53	177587595	503118	0.003	6.05	7.59	212168899	316292	0.001	7.22	4.77	288115228	560435	0.002	9.81	8.46	867354086	1895086	0.002	29.53	28.36
41460_45001_PO2_NC3_F4_1_val_1	241743	0.001	9.77	8.73	147939219	205842	0.001	5.04	7.44	206977301	143118	0.001	7.05	5.17	223651834	205999	0.001	7.62	7.44	865528370	803558	0.001	29.47	28.78	211544317	231737	0.001	7.20	8.37	151981070	232877	0.002	5.17	8.41	31051443	52245	0.002	1.06	1.89	207116790	241493	0.001	7.05	8.72	601694290	764637	0.001	20.49	27.38	177542656	118383	0.001	6.05	4.28	124185722	113960	0.001	4.23	4.12	152117662	106947	0.001	5.18	3.86	148469303	99122	0.001	5.06	3.58	602315979	442305	0.001	20.51	15.84		189481464	205087	0.001	6.45	7.41	177587595	204291	0.001	6.05	7.38	212168899	138026	0.001	7.22	4.99	288115228	227659	0.001	9.81	8.22	867354086	781912	0.001	29.53	28.00
41460_45001_PO3_NC4_G4_1_val_1	101477	0.000	9.77	7.24	147939219	76370	0.001	5.04	5.45	206977301	79301	0.000	7.05	5.66	223651834	97679	0.000	7.62	6.97	865528370	358036	0.000	29.47	25.33	211544317	102571	0.000	7.20	7.32	151981070	102886	0.001	5.17	7.34	31051443	16496	0.001	1.06	1.18	207116790	128108	0.001	7.05	9.14	601694290	352905	0.001	20.49	24.97	177542656	65711	0.000	6.05	4.69	124185722	56054	0.000	4.23	4.00	152117662	60584	0.000	5.18	4.32	148469303	63574	0.000	5.06	4.54	602315979	248441	0.000	20.51	17.58		189481464	85745	0.000	6.45	6.12	177587595	113548	0.001	6.05	8.11	212168899	91098	0.000	7.22	6.50	288115228	159697	0.001	9.81	11.40	867354086	454194	0.001	29.53	32.13
41460_45001_SO1_NC1_B4_1_val_1	123779	0.000	9.77	7.91	147939219	100763	0.001	5.04	6.44	206977301	82851	0.000	7.05	5.29	223651834	113754	0.001	7.62	7.27	865528370	425019	0.000	29.47	26.90	211544317	123896	0.001	7.20	7.91	151981070	125607	0.001	5.17	8.02	31051443	23955	0.001	1.06	1.53	207116790	140866	0.001	7.05	9.00	601694290	417920	0.001	20.49	26.46	177542656	68671	0.000	6.05	4.39	124185722	61530	0.000	4.23	3.93	152117662	63152	0.000	5.18	4.03	148469303	62722	0.000	5.06	4.01	602315979	258518	0.000	20.51	16.36		189481464	105279	0.001	6.45	6.73	177587595	125421	0.001	6.05	8.01	212168899	87460	0.000	7.22	5.59	288115228	155772	0.001	9.81	9.95	867354086	478265	0.001	29.53	30.28
41460_45001_SO2_NC1_C3_1_val_1	146991	0.001	9.77	8.64	147939219	126076	0.001	5.04	7.41	206977301	82525	0.000	7.05	4.85	223651834	126283	0.001	7.62	7.42	865528370	486401	0.001	29.47	28.32	211544317	143848	0.001	7.20	8.45	151981070	147735	0.001	5.17	8.68	31051443	30621	0.001	1.06	1.80	207116790	154005	0.001	7.05	9.05	601694290	480363	0.001	20.49	27.97	177542656	67549	0.000	6.05	3.97	124185722	66001	0.001	4.23	3.88	152117662	62582	0.000	5.18	3.68	148469303	58167	0.000	5.06	3.42	602315979	256618	0.000	20.51	14.94		189481464	123543	0.001	6.45	7.26	177587595	135564	0.001	6.05	7.96	212168899	79701	0.000	7.22	4.68	288115228	150817	0.001	9.81	8.86	867354086	494308	0.001	29.53	28.78
41460_45001_SO3_NC1_D4_1_val_1	56282	0.000	9.77	7.89	147939219	46313	0.000	5.04	6.50	206977301	38643	0.000	7.05	5.42	223651834	51231	0.000	7.62	7.19	865528370	194148	0.000	29.47	26.99	211544317	56616	0.000	7.20	7.94	151981070	56673	0.000	5.17	7.95	31051443	11082	0.000	1.06	1.55	207116790	63610	0.000	7.05	8.92	601694290	189566	0.000	20.49	26.36	177542656	31825	0.000	6.05	4.46	124185722	28988	0.000	4.23	4.07	152117662	29342	0.000	5.18	4.12	148469303	28686	0.000	5.06	4.02	602315979	119952	0.000	20.51	16.68		189481464	47837	0.000	6.45	6.71	177587595	55660	0.000	6.05	7.81	212168899	40372	0.000	7.22	5.66	288115228	69814	0.000	9.81	9.79	867354086	215586	0.000	29.53	29.97
42111_44957_PO1_NC3_K4_1_val_1	206490	0.001	9.77	9.19	147939219	179772	0.001	5.04	8.00	206977301	105750	0.001	7.05	4.71	223651834	169465	0.001	7.62	7.54	865528370	667571	0.001	29.47	29.44	211544317	195386	0.001	7.20	8.70	151981070	200879	0.001	5.17	8.94	31051443	42970	0.001	1.06	1.91	207116790	203502	0.001	7.05	9.06	601694290	648340	0.001	20.49	28.60	177542656	87497	0.000	6.05	3.89	124185722	88412	0.001	4.23	3.94	152117662	76217	0.001	5.18	3.39	148469303	69584	0.000	5.06	3.10	602315979	324734	0.001	20.51	14.32		189481464	172564	0.001	6.45	7.68	177587595	172203	0.001	6.05	7.67	212168899	98387	0.000	7.22	4.38	288115228	177490	0.001	9.81	7.90	867354086	626603	0.001	29.53	27.64
42111_44957_PO2_NC3_L4_1_val_1	611876	0.002	9.77	8.12	147939219	512448	0.003	5.04	6.80	206977301	411287	0.002	7.05	5.46	223651834	552711	0.002	7.62	7.34	865528370	2107176	0.002	29.47	27.72	211544317	602118	0.003	7.20	7.99	151981070	601167	0.004	5.17	7.98	31051443	135135	0.004	1.06	1.79	207116790	646289	0.003	7.05	8.58	601694290	2001445	0.003	20.49	26.33	177542656	338474	0.002	6.05	4.49	124185722	312765	0.003	4.23	4.15	152117662	325538	0.002	5.18	4.32	148469303	306535	0.002	5.06	4.07	602315979	1295130	0.002	20.51	17.04		189481464	536970	0.003	6.45	7.13	177587595	554114	0.003	6.05	7.35	212168899	417691	0.002	7.22	5.54	288115228	669667	0.002	9.81	8.89	867354086	2198154	0.003	29.53	28.92
42111_44957_SO1_NC1_H4_1_val_1	113484	0.000	9.77	9.33	147939219	100121	0.001	5.04	8.23	206977301	53824	0.000	7.05	4.43	223651834	92672	0.000	7.62	7.62	865528370	363395	0.000	29.47	29.61	211544317	108444	0.001	7.20	8.92	151981070	112094	0.001	5.17	9.22	31051443	23395	0.001	1.06	1.92	207116790	112100	0.001	7.05	9.22	601694290	359169	0.001	20.49	29.27	177542656	44489	0.000	6.05	3.66	124185722	47052	0.000	4.23	3.87	152117662	37998	0.000	5.18	3.12	148469303	34686	0.000	5.06	2.85	602315979	165683	0.000	20.51	13.50		189481464	93706	0.000	6.45	7.71	177587595	96189	0.001	6.05	7.91	212168899	49741	0.000	7.22	4.09	288115228	96122	0.000	9.81	7.90	867354086	338931	0.000	29.53	27.62
42111_44957_SO2_NC1_B5_1_val_1	155075	0.001	9.77	7.63	147939219	125447	0.001	5.04	6.17	206977301	112814	0.001	7.05	5.55	223651834	145550	0.001	7.62	7.16	865528370	543512	0.001	29.47	26.52	211544317	158707	0.001	7.20	7.81	151981070	159584	0.001	5.17	7.85	31051443	30066	0.001	1.06	1.48	207116790	181934	0.001	7.05	8.95	601694290	534575	0.001	20.49	26.09	177542656	92684	0.001	6.05	4.56	124185722	84309	0.001	4.23	4.15	152117662	86281	0.001	5.18	4.25	148469303	85190	0.001	5.06	4.19	602315979	351696	0.001	20.51	17.16		189481464	132819	0.001	6.45	6.54	177587595	159798	0.001	6.05	7.87	212168899	120979	0.001	7.22	5.95	288115228	200504	0.001	9.81	9.87	867354086	619463	0.001	29.53	30.23
42111_44957_SO3_NC1_J4_1_val_1	129646	0.000	9.77	9.21	147939219	113176	0.001	5.04	8.04	206977301	65442	0.000	7.05	4.65	223651834	106540	0.000	7.62	7.57	865528370	418689	0.000	29.47	29.47	211544317	123126	0.001	7.20	8.75	151981070	125754	0.001	5.17	8.93	31051443	26499	0.001	1.06	1.88	207116790	127712	0.001	7.05	9.07	601694290	406605	0.001	20.49	28.62	177542656	54580	0.000	6.05	3.88	124185722	53656	0.000	4.23	3.81	152117662	48505	0.000	5.18	3.45	148469303	43048	0.000	5.06	3.06	602315979	201640	0.000	20.51	14.19		189481464	107455	0.001	6.45	7.63	177587595	109749	0.001	6.05	7.80	212168899	60268	0.000	7.22	4.28	288115228	112685	0.000	9.81	8.00	867354086	393839	0.000	29.53	27.72
42111_45019_EOo_NC8_M4_1_val_1	93696	0.000	9.77	8.99	147939219	76535	0.001	5.04	7.34	206977301	42183	0.000	7.05	4.05	223651834	77764	0.000	7.62	7.46	865528370	293293	0.000	29.47	27.85	211544317	86694	0.000	7.20	8.32	151981070	97431	0.001	5.17	9.35	31051443	15308	0.000	1.06	1.47	207116790	104917	0.001	7.05	10.07	601694290	307352	0.001	20.49	29.19	177542656	35742	0.000	6.05	3.43	124185722	33826	0.000	4.23	3.25	152117662	30100	0.000	5.18	2.89	148469303	28832	0.000	5.06	2.77	602315979	129724	0.000	20.51	12.32		189481464	74280	0.000	6.45	7.13	177587595	95800	0.001	6.05	9.19	212168899	41544	0.000	7.22	3.99	288115228	107647	0.000	9.81	10.33	867354086	322719	0.000	29.53	30.65
42473_44998_PO1_NC2_I4_1_val_1	214843	0.001	9.77	9.43	147939219	189185	0.001	5.04	8.31	206977301	109695	0.001	7.05	4.82	223651834	178259	0.001	7.62	7.83	865528370	698067	0.001	29.47	30.39	211544317	196850	0.001	7.20	8.64	151981070	196407	0.001	5.17	8.62	31051443	51047	0.002	1.06	2.24	207116790	192890	0.001	7.05	8.47	601694290	642660	0.001	20.49	27.98	177542656	89791	0.001	6.05	3.94	124185722	91399	0.001	4.23	4.01	152117662	83056	0.001	5.18	3.65	148469303	74714	0.001	5.06	3.28	602315979	341830	0.001	20.51	14.88		189481464	190693	0.001	6.45	8.37	177587595	158863	0.001	6.05	6.98	212168899	96433	0.000	7.22	4.23	288115228	163261	0.001	9.81	7.17	867354086	614637	0.001	29.53	26.76
42473_44998_SO1_NC1_P4_1_val_1	11346	0.000	9.77	9.82	147939219	10084	0.000	5.04	8.73	206977301	4836	0.000	7.05	4.19	223651834	9034	0.000	7.62	7.82	865528370	35607	0.000	29.47	30.54	211544317	10584	0.000	7.20	9.16	151981070	11174	0.000	5.17	9.67	31051443	2374	0.000	1.06	2.06	207116790	10420	0.000	7.05	9.02	601694290	34835	0.000	20.49	29.88	177542656	4254	0.000	6.05	3.68	124185722	4203	0.000	4.23	3.64	152117662	3434	0.000	5.18	2.97	148469303	2956	0.000	5.06	2.56	602315979	14980	0.000	20.51	12.85		189481464	9109	0.000	6.45	7.89	177587595	8997	0.000	6.05	7.79	212168899	4263	0.000	7.22	3.69	288115228	8449	0.000	9.81	7.31	867354086	31155	0.000	29.53	26.72
42473_44998_SO2_NC1_A5_1_val_1	152822	0.001	9.77	9.18	147939219	133866	0.001	5.04	8.04	206977301	79317	0.000	7.05	4.76	223651834	126731	0.001	7.62	7.61	865528370	497119	0.001	29.47	29.60	211544317	145058	0.001	7.20	8.71	151981070	146101	0.001	5.17	8.77	31051443	32903	0.001	1.06	1.98	207116790	148859	0.001	7.05	8.94	601694290	476839	0.001	20.49	28.39	177542656	65210	0.000	6.05	3.92	124185722	65961	0.001	4.23	3.96	152117662	56082	0.000	5.18	3.37	148469303	52366	0.000	5.06	3.15	602315979	241773	0.000	20.51	14.40		189481464	129714	0.001	6.45	7.79	177587595	126156	0.001	6.05	7.58	212168899	72377	0.000	7.22	4.35	288115228	131520	0.000	9.81	7.90	867354086	463829	0.001	29.53	27.62
